y_m,alpha_deg,beta_deg,mach_nd,deflection_deg,delta_cn_sec_nd,delta_cm_sec_nd,delta_cc_sec_nd
0.0,0.0,-10.0,0.65,10.0,0.526361,-0.197386,0.0
0.0,0.0,-10.0,0.65,20.0,1.052723,-0.394771,0.0
0.0,0.0,-10.0,0.72,-20.0,-1.152781,0.432293,-0.0
0.0,0.0,-10.0,0.72,-10.0,-0.57639,0.216146,-0.0
0.0,0.0,-10.0,0.72,0.0,0.0,-0.0,0.0
0.0,0.0,-10.0,0.72,10.0,0.57639,-0.216146,0.0
0.0,0.0,-10.0,0.72,20.0,1.152781,-0.432293,0.0
0.0,0.0,-10.0,0.8,-20.0,-1.333333,0.5,-0.0
0.0,0.0,-10.0,0.8,-10.0,-0.666667,0.25,-0.0
0.0,0.0,-10.0,0.8,0.0,0.0,-0.0,0.0
0.0,0.0,-10.0,0.8,10.0,0.666667,-0.25,0.0
0.0,0.0,-10.0,0.8,20.0,1.333333,-0.5,0.0
0.0,0.0,-5.0,0.3,-20.0,-0.838628,0.314485,-0.0
0.0,0.0,-5.0,0.3,-10.0,-0.419314,0.157243,-0.0
0.0,0.0,-5.0,0.3,0.0,0.0,-0.0,0.0
0.0,0.0,-5.0,0.3,10.0,0.419314,-0.157243,0.0
0.0,0.0,-5.0,0.3,20.0,0.838628,-0.314485,0.0
0.0,0.0,-5.0,0.5,-20.0,-0.92376,0.34641,-0.0
0.0,0.0,-5.0,0.5,-10.0,-0.46188,0.173205,-0.0
0.0,0.0,-5.0,0.5,0.0,0.0,-0.0,0.0
0.0,0.0,-5.0,0.5,10.0,0.46188,-0.173205,0.0
0.0,0.0,-5.0,0.5,20.0,0.92376,-0.34641,0.0
0.0,0.0,-5.0,0.65,-20.0,-1.052723,0.394771,-0.0
0.0,0.0,-5.0,0.65,-10.0,-0.526361,0.197386,-0.0
0.0,0.0,-5.0,0.65,0.0,0.0,-0.0,0.0
0.0,0.0,-5.0,0.65,10.0,0.526361,-0.197386,0.0
0.0,0.0,-5.0,0.65,20.0,1.052723,-0.394771,0.0
0.0,0.0,-5.0,0.72,-20.0,-1.152781,0.432293,-0.0
0.0,0.0,-5.0,0.72,-10.0,-0.57639,0.216146,-0.0
0.0,0.0,-5.0,0.72,0.0,0.0,-0.0,0.0
0.0,0.0,-5.0,0.72,10.0,0.57639,-0.216146,0.0
0.0,0.0,-5.0,0.72,20.0,1.152781,-0.432293,0.0
0.0,0.0,-5.0,0.8,-20.0,-1.333333,0.5,-0.0
0.0,0.0,-5.0,0.8,-10.0,-0.666667,0.25,-0.0
0.0,0.0,-5.0,0.8,0.0,0.0,-0.0,0.0
0.0,0.0,-5.0,0.8,10.0,0.666667,-0.25,0.0
0.0,0.0,-5.0,0.8,20.0,1.333333,-0.5,0.0
0.0,0.0,0.0,0.3,-20.0,-0.838628,0.314485,-0.0
0.0,0.0,0.0,0.3,-10.0,-0.419314,0.157243,-0.0
0.0,0.0,0.0,0.3,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.3,10.0,0.419314,-0.157243,0.0
0.0,0.0,0.0,0.3,20.0,0.838628,-0.314485,0.0
0.0,0.0,0.0,0.5,-20.0,-0.92376,0.34641,-0.0
0.0,0.0,0.0,0.5,-10.0,-0.46188,0.173205,-0.0
0.0,0.0,0.0,0.5,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.5,10.0,0.46188,-0.173205,0.0
0.0,0.0,0.0,0.5,20.0,0.92376,-0.34641,0.0
0.0,0.0,0.0,0.65,-20.0,-1.052723,0.394771,-0.0
0.0,0.0,0.0,0.65,-10.0,-0.526361,0.197386,-0.0
0.0,0.0,0.0,0.65,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.65,10.0,0.526361,-0.197386,0.0
0.0,0.0,0.0,0.65,20.0,1.052723,-0.394771,0.0
0.0,0.0,0.0,0.72,-20.0,-1.152781,0.432293,-0.0
0.0,0.0,0.0,0.72,-10.0,-0.57639,0.216146,-0.0
0.0,0.0,0.0,0.72,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.72,10.0,0.57639,-0.216146,0.0
0.0,0.0,0.0,0.72,20.0,1.152781,-0.432293,0.0
0.0,0.0,0.0,0.8,-20.0,-1.333333,0.5,-0.0
0.0,0.0,0.0,0.8,-10.0,-0.666667,0.25,-0.0
0.0,0.0,0.0,0.8,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.8,10.0,0.666667,-0.25,0.0
0.0,0.0,0.0,0.8,20.0,1.333333,-0.5,0.0
0.0,0.0,5.0,0.3,-20.0,-0.838628,0.314485,-0.0
0.0,0.0,5.0,0.3,-10.0,-0.419314,0.157243,-0.0
0.0,0.0,5.0,0.3,0.0,0.0,-0.0,0.0
0.0,0.0,5.0,0.3,10.0,0.419314,-0.157243,0.0
0.0,0.0,5.0,0.3,20.0,0.838628,-0.314485,0.0
0.0,0.0,5.0,0.5,-20.0,-0.92376,0.34641,-0.0
0.0,0.0,5.0,0.5,-10.0,-0.46188,0.173205,-0.0
0.0,0.0,5.0,0.5,0.0,0.0,-0.0,0.0
0.0,0.0,5.0,0.5,10.0,0.46188,-0.173205,0.0
0.0,0.0,5.0,0.5,20.0,0.92376,-0.34641,0.0
0.0,0.0,5.0,0.65,-20.0,-1.052723,0.394771,-0.0
0.0,0.0,5.0,0.65,-10.0,-0.526361,0.197386,-0.0
0.0,0.0,5.0,0.65,0.0,0.0,-0.0,0.0
0.0,0.0,5.0,0.65,10.0,0.526361,-0.197386,0.0
0.0,0.0,5.0,0.65,20.0,1.052723,-0.394771,0.0
0.0,0.0,5.0,0.72,-20.0,-1.152781,0.432293,-0.0
0.0,0.0,5.0,0.72,-10.0,-0.57639,0.216146,-0.0
0.0,0.0,5.0,0.72,0.0,0.0,-0.0,0.0
0.0,0.0,5.0,0.72,10.0,0.57639,-0.216146,0.0
0.0,0.0,5.0,0.72,20.0,1.152781,-0.432293,0.0
0.0,0.0,5.0,0.8,-20.0,-1.333333,0.5,-0.0
0.0,0.0,5.0,0.8,-10.0,-0.666667,0.25,-0.0
0.0,0.0,5.0,0.8,0.0,0.0,-0.0,0.0
0.0,0.0,5.0,0.8,10.0,0.666667,-0.25,0.0
0.0,0.0,5.0,0.8,20.0,1.333333,-0.5,0.0
0.0,0.0,10.0,0.3,-20.0,-0.838628,0.314485,-0.0
0.0,0.0,10.0,0.3,-10.0,-0.419314,0.157243,-0.0
0.0,0.0,10.0,0.3,0.0,0.0,-0.0,0.0
0.0,0.0,10.0,0.3,10.0,0.419314,-0.157243,0.0
0.0,0.0,10.0,0.3,20.0,0.838628,-0.314485,0.0
0.0,0.0,10.0,0.5,-20.0,-0.92376,0.34641,-0.0
0.0,0.0,10.0,0.5,-10.0,-0.46188,0.173205,-0.0
0.0,0.0,10.0,0.5,0.0,0.0,-0.0,0.0
0.0,0.0,10.0,0.5,10.0,0.46188,-0.173205,0.0
0.0,0.0,10.0,0.5,20.0,0.92376,-0.34641,0.0
0.0,0.0,10.0,0.65,-20.0,-1.052723,0.394771,-0.0
0.0,0.0,10.0,0.65,-10.0,-0.526361,0.197386,-0.0
0.0,0.0,10.0,0.65,0.0,0.0,-0.0,0.0
0.0,0.0,10.0,0.65,10.0,0.526361,-0.197386,0.0
0.0,0.0,10.0,0.65,20.0,1.052723,-0.394771,0.0
0.0,0.0,10.0,0.72,-20.0,-1.152781,0.432293,-0.0
0.0,0.0,10.0,0.72,-10.0,-0.57639,0.216146,-0.0
0.0,0.0,10.0,0.72,0.0,0.0,-0.0,0.0
0.0,0.0,10.0,0.72,10.0,0.57639,-0.216146,0.0
0.0,0.0,10.0,0.72,20.0,1.152781,-0.432293,0.0
0.0,0.0,10.0,0.8,-20.0,-1.333333,0.5,-0.0
0.0,0.0,10.0,0.8,-10.0,-0.666667,0.25,-0.0
0.0,0.0,10.0,0.8,0.0,0.0,-0.0,0.0
0.0,0.0,10.0,0.8,10.0,0.666667,-0.25,0.0
0.0,0.0,10.0,0.8,20.0,1.333333,-0.5,0.0
0.0,3.0,-10.0,0.3,-20.0,-0.838628,0.314485,-0.021945
0.0,3.0,-10.0,0.3,-10.0,-0.419314,0.157243,-0.010973
0.0,3.0,-10.0,0.3,0.0,0.0,-0.0,0.0
0.0,3.0,-10.0,0.3,10.0,0.419314,-0.157243,0.010973
0.0,3.0,-10.0,0.3,20.0,0.838628,-0.314485,0.021945
0.0,3.0,-10.0,0.5,-20.0,-0.92376,0.34641,-0.024173
0.0,3.0,-10.0,0.5,-10.0,-0.46188,0.173205,-0.012086
0.0,3.0,-10.0,0.5,0.0,0.0,-0.0,0.0
0.0,3.0,-10.0,0.5,10.0,0.46188,-0.173205,0.012086
0.0,3.0,-10.0,0.5,20.0,0.92376,-0.34641,0.024173
0.0,3.0,-10.0,0.65,-20.0,-1.052723,0.394771,-0.027548
0.0,3.0,-10.0,0.65,-10.0,-0.526361,0.197386,-0.013774
0.0,3.0,-10.0,0.65,0.0,0.0,-0.0,0.0
0.0,3.0,-10.0,0.65,10.0,0.526361,-0.197386,0.013774
0.0,3.0,-10.0,0.65,20.0,1.052723,-0.394771,0.027548
0.0,3.0,-10.0,0.72,-20.0,-1.152781,0.432293,-0.030166
0.0,3.0,-10.0,0.72,-10.0,-0.57639,0.216146,-0.015083
0.0,3.0,-10.0,0.72,0.0,0.0,-0.0,0.0
0.0,3.0,-10.0,0.72,10.0,0.57639,-0.216146,0.015083
0.0,3.0,-10.0,0.72,20.0,1.152781,-0.432293,0.030166
0.0,3.0,-10.0,0.8,-20.0,-1.333333,0.5,-0.034891
0.0,3.0,-10.0,0.8,-10.0,-0.666667,0.25,-0.017445
0.0,3.0,-10.0,0.8,0.0,0.0,-0.0,0.0
0.0,3.0,-10.0,0.8,10.0,0.666667,-0.25,0.017445
0.0,3.0,-10.0,0.8,20.0,1.333333,-0.5,0.034891
0.0,3.0,-5.0,0.3,-20.0,-0.838628,0.314485,-0.021945
0.0,3.0,-5.0,0.3,-10.0,-0.419314,0.157243,-0.010973
0.0,3.0,-5.0,0.3,0.0,0.0,-0.0,0.0
0.0,3.0,-5.0,0.3,10.0,0.419314,-0.157243,0.010973
0.0,3.0,-5.0,0.3,20.0,0.838628,-0.314485,0.021945
0.0,3.0,-5.0,0.5,-20.0,-0.92376,0.34641,-0.024173
0.0,3.0,-5.0,0.5,-10.0,-0.46188,0.173205,-0.012086
0.0,3.0,-5.0,0.5,0.0,0.0,-0.0,0.0
0.0,3.0,-5.0,0.5,10.0,0.46188,-0.173205,0.012086
0.0,3.0,-5.0,0.5,20.0,0.92376,-0.34641,0.024173
0.0,3.0,-5.0,0.65,-20.0,-1.052723,0.394771,-0.027548
0.0,3.0,-5.0,0.65,-10.0,-0.526361,0.197386,-0.013774
0.0,3.0,-5.0,0.65,0.0,0.0,-0.0,0.0
0.0,3.0,-5.0,0.65,10.0,0.526361,-0.197386,0.013774
0.0,3.0,-5.0,0.65,20.0,1.052723,-0.394771,0.027548
0.0,3.0,-5.0,0.72,-20.0,-1.152781,0.432293,-0.030166
0.0,3.0,-5.0,0.72,-10.0,-0.57639,0.216146,-0.015083
0.0,3.0,-5.0,0.72,0.0,0.0,-0.0,0.0
0.0,3.0,-5.0,0.72,10.0,0.57639,-0.216146,0.015083
0.0,3.0,-5.0,0.72,20.0,1.152781,-0.432293,0.030166
0.0,3.0,-5.0,0.8,-20.0,-1.333333,0.5,-0.034891
0.0,3.0,-5.0,0.8,-10.0,-0.666667,0.25,-0.017445
0.0,3.0,-5.0,0.8,0.0,0.0,-0.0,0.0
0.0,3.0,-5.0,0.8,10.0,0.666667,-0.25,0.017445
0.0,3.0,-5.0,0.8,20.0,1.333333,-0.5,0.034891
0.0,3.0,0.0,0.3,-20.0,-0.838628,0.314485,-0.021945
0.0,3.0,0.0,0.3,-10.0,-0.419314,0.157243,-0.010973
0.0,3.0,0.0,0.3,0.0,0.0,-0.0,0.0
0.0,3.0,0.0,0.3,10.0,0.419314,-0.157243,0.010973
0.0,3.0,0.0,0.3,20.0,0.838628,-0.314485,0.021945
0.0,3.0,0.0,0.5,-20.0,-0.92376,0.34641,-0.024173
0.0,3.0,0.0,0.5,-10.0,-0.46188,0.173205,-0.012086
0.0,3.0,0.0,0.5,0.0,0.0,-0.0,0.0
0.0,3.0,0.0,0.5,10.0,0.46188,-0.173205,0.012086
0.0,3.0,0.0,0.5,20.0,0.92376,-0.34641,0.024173
0.0,3.0,0.0,0.65,-20.0,-1.052723,0.394771,-0.027548
0.0,3.0,0.0,0.65,-10.0,-0.526361,0.197386,-0.013774
0.0,3.0,0.0,0.65,0.0,0.0,-0.0,0.0
0.0,3.0,0.0,0.65,10.0,0.526361,-0.197386,0.013774
0.0,3.0,0.0,0.65,20.0,1.052723,-0.394771,0.027548
0.0,3.0,0.0,0.72,-20.0,-1.152781,0.432293,-0.030166
0.0,3.0,0.0,0.72,-10.0,-0.57639,0.216146,-0.015083
0.0,3.0,0.0,0.72,0.0,0.0,-0.0,0.0
0.0,3.0,0.0,0.72,10.0,0.57639,-0.216146,0.015083
0.0,3.0,0.0,0.72,20.0,1.152781,-0.432293,0.030166
0.0,3.0,0.0,0.8,-20.0,-1.333333,0.5,-0.034891
0.0,3.0,0.0,0.8,-10.0,-0.666667,0.25,-0.017445
0.0,3.0,0.0,0.8,0.0,0.0,-0.0,0.0
0.0,3.0,0.0,0.8,10.0,0.666667,-0.25,0.017445
0.0,3.0,0.0,0.8,20.0,1.333333,-0.5,0.034891
0.0,3.0,5.0,0.3,-20.0,-0.838628,0.314485,-0.021945
0.0,3.0,5.0,0.3,-10.0,-0.419314,0.157243,-0.010973
0.0,3.0,5.0,0.3,0.0,0.0,-0.0,0.0
0.0,3.0,5.0,0.3,10.0,0.419314,-0.157243,0.010973
0.0,3.0,5.0,0.3,20.0,0.838628,-0.314485,0.021945
0.0,3.0,5.0,0.5,-20.0,-0.92376,0.34641,-0.024173
0.0,3.0,5.0,0.5,-10.0,-0.46188,0.173205,-0.012086
0.0,3.0,5.0,0.5,0.0,0.0,-0.0,0.0
0.0,3.0,5.0,0.5,10.0,0.46188,-0.173205,0.012086
0.0,3.0,5.0,0.5,20.0,0.92376,-0.34641,0.024173
0.0,3.0,5.0,0.65,-20.0,-1.052723,0.394771,-0.027548
0.0,3.0,5.0,0.65,-10.0,-0.526361,0.197386,-0.013774
0.0,3.0,5.0,0.65,0.0,0.0,-0.0,0.0
0.0,3.0,5.0,0.65,10.0,0.526361,-0.197386,0.013774
0.0,3.0,5.0,0.65,20.0,1.052723,-0.394771,0.027548
0.0,3.0,5.0,0.72,-20.0,-1.152781,0.432293,-0.030166
0.0,3.0,5.0,0.72,-10.0,-0.57639,0.216146,-0.015083
0.0,3.0,5.0,0.72,0.0,0.0,-0.0,0.0
0.0,3.0,5.0,0.72,10.0,0.57639,-0.216146,0.015083
0.0,3.0,5.0,0.72,20.0,1.152781,-0.432293,0.030166
0.0,3.0,5.0,0.8,-20.0,-1.333333,0.5,-0.034891
0.0,3.0,5.0,0.8,-10.0,-0.666667,0.25,-0.017445
0.0,3.0,5.0,0.8,0.0,0.0,-0.0,0.0
0.0,3.0,5.0,0.8,10.0,0.666667,-0.25,0.017445
0.0,3.0,5.0,0.8,20.0,1.333333,-0.5,0.034891
0.0,3.0,10.0,0.3,-20.0,-0.838628,0.314485,-0.021945
0.0,3.0,10.0,0.3,-10.0,-0.419314,0.157243,-0.010973
0.0,3.0,10.0,0.3,0.0,0.0,-0.0,0.0
0.0,3.0,10.0,0.3,10.0,0.419314,-0.157243,0.010973
0.0,3.0,10.0,0.3,20.0,0.838628,-0.314485,0.021945
0.0,3.0,10.0,0.5,-20.0,-0.92376,0.34641,-0.024173
0.0,3.0,10.0,0.5,-10.0,-0.46188,0.173205,-0.012086
0.0,3.0,10.0,0.5,0.0,0.0,-0.0,0.0
0.0,3.0,10.0,0.5,10.0,0.46188,-0.173205,0.012086
0.0,3.0,10.0,0.5,20.0,0.92376,-0.34641,0.024173
0.0,3.0,10.0,0.65,-20.0,-1.052723,0.394771,-0.027548
0.0,3.0,10.0,0.65,-10.0,-0.526361,0.197386,-0.013774
0.0,3.0,10.0,0.65,0.0,0.0,-0.0,0.0
0.0,3.0,10.0,0.65,10.0,0.526361,-0.197386,0.013774
0.0,3.0,10.0,0.65,20.0,1.052723,-0.394771,0.027548
0.0,3.0,10.0,0.72,-20.0,-1.152781,0.432293,-0.030166
0.0,3.0,10.0,0.72,-10.0,-0.57639,0.216146,-0.015083
0.0,3.0,10.0,0.72,0.0,0.0,-0.0,0.0
0.0,3.0,10.0,0.72,10.0,0.57639,-0.216146,0.015083
0.0,3.0,10.0,0.72,20.0,1.152781,-0.432293,0.030166
0.0,3.0,10.0,0.8,-20.0,-1.333333,0.5,-0.034891
0.0,3.0,10.0,0.8,-10.0,-0.666667,0.25,-0.017445
0.0,3.0,10.0,0.8,0.0,0.0,-0.0,0.0
0.0,3.0,10.0,0.8,10.0,0.666667,-0.25,0.017445
0.0,3.0,10.0,0.8,20.0,1.333333,-0.5,0.034891
0.0,6.0,-10.0,0.3,-20.0,-0.838628,0.314485,-0.04383
0.0,6.0,-10.0,0.3,-10.0,-0.419314,0.157243,-0.021915
0.0,6.0,-10.0,0.3,0.0,0.0,-0.0,0.0
0.0,6.0,-10.0,0.3,10.0,0.419314,-0.157243,0.021915
0.0,6.0,-10.0,0.3,20.0,0.838628,-0.314485,0.04383
0.0,6.0,-10.0,0.5,-20.0,-0.92376,0.34641,-0.04828
0.0,6.0,-10.0,0.5,-10.0,-0.46188,0.173205,-0.02414
0.0,6.0,-10.0,0.5,0.0,0.0,-0.0,0.0
0.0,6.0,-10.0,0.5,10.0,0.46188,-0.173205,0.02414
0.0,6.0,-10.0,0.5,20.0,0.92376,-0.34641,0.04828
0.0,6.0,-10.0,0.65,-20.0,-1.052723,0.394771,-0.05502
0.0,6.0,-10.0,0.65,-10.0,-0.526361,0.197386,-0.02751
0.0,6.0,-10.0,0.65,0.0,0.0,-0.0,0.0
0.0,6.0,-10.0,0.65,10.0,0.526361,-0.197386,0.02751
0.0,6.0,-10.0,0.65,20.0,1.052723,-0.394771,0.05502
0.0,6.0,-10.0,0.72,-20.0,-1.152781,0.432293,-0.060249
0.0,6.0,-10.0,0.72,-10.0,-0.57639,0.216146,-0.030125
0.0,6.0,-10.0,0.72,0.0,0.0,-0.0,0.0
0.0,6.0,-10.0,0.72,10.0,0.57639,-0.216146,0.030125
0.0,6.0,-10.0,0.72,20.0,1.152781,-0.432293,0.060249
0.0,6.0,-10.0,0.8,-20.0,-1.333333,0.5,-0.069686
0.0,6.0,-10.0,0.8,-10.0,-0.666667,0.25,-0.034843
0.0,6.0,-10.0,0.8,0.0,0.0,-0.0,0.0
0.0,6.0,-10.0,0.8,10.0,0.666667,-0.25,0.034843
0.0,6.0,-10.0,0.8,20.0,1.333333,-0.5,0.069686
0.0,6.0,-5.0,0.3,-20.0,-0.838628,0.314485,-0.04383
0.0,6.0,-5.0,0.3,-10.0,-0.419314,0.157243,-0.021915
0.0,6.0,-5.0,0.3,0.0,0.0,-0.0,0.0
0.0,6.0,-5.0,0.3,10.0,0.419314,-0.157243,0.021915
0.0,6.0,-5.0,0.3,20.0,0.838628,-0.314485,0.04383
0.0,6.0,-5.0,0.5,-20.0,-0.92376,0.34641,-0.04828
0.0,6.0,-5.0,0.5,-10.0,-0.46188,0.173205,-0.02414
0.0,6.0,-5.0,0.5,0.0,0.0,-0.0,0.0
0.0,6.0,-5.0,0.5,10.0,0.46188,-0.173205,0.02414
0.0,6.0,-5.0,0.5,20.0,0.92376,-0.34641,0.04828
0.0,6.0,-5.0,0.65,-20.0,-1.052723,0.394771,-0.05502
0.0,6.0,-5.0,0.65,-10.0,-0.526361,0.197386,-0.02751
0.0,6.0,-5.0,0.65,0.0,0.0,-0.0,0.0
0.0,6.0,-5.0,0.65,10.0,0.526361,-0.197386,0.02751
0.0,6.0,-5.0,0.65,20.0,1.052723,-0.394771,0.05502
0.0,6.0,-5.0,0.72,-20.0,-1.152781,0.432293,-0.060249
0.0,6.0,-5.0,0.72,-10.0,-0.57639,0.216146,-0.030125
0.0,6.0,-5.0,0.72,0.0,0.0,-0.0,0.0
0.0,6.0,-5.0,0.72,10.0,0.57639,-0.216146,0.030125
0.0,6.0,-5.0,0.72,20.0,1.152781,-0.432293,0.060249
0.0,6.0,-5.0,0.8,-20.0,-1.333333,0.5,-0.069686
0.0,6.0,-5.0,0.8,-10.0,-0.666667,0.25,-0.034843
0.0,6.0,-5.0,0.8,0.0,0.0,-0.0,0.0
0.0,6.0,-5.0,0.8,10.0,0.666667,-0.25,0.034843
0.0,6.0,-5.0,0.8,20.0,1.333333,-0.5,0.069686
0.0,6.0,0.0,0.3,-20.0,-0.838628,0.314485,-0.04383
0.0,6.0,0.0,0.3,-10.0,-0.419314,0.157243,-0.021915
0.0,6.0,0.0,0.3,0.0,0.0,-0.0,0.0
0.0,6.0,0.0,0.3,10.0,0.419314,-0.157243,0.021915
0.0,6.0,0.0,0.3,20.0,0.838628,-0.314485,0.04383
0.0,6.0,0.0,0.5,-20.0,-0.92376,0.34641,-0.04828
0.0,6.0,0.0,0.5,-10.0,-0.46188,0.173205,-0.02414
0.0,6.0,0.0,0.5,0.0,0.0,-0.0,0.0
0.0,6.0,0.0,0.5,10.0,0.46188,-0.173205,0.02414
0.0,6.0,0.0,0.5,20.0,0.92376,-0.34641,0.04828
0.0,6.0,0.0,0.65,-20.0,-1.052723,0.394771,-0.05502
0.0,6.0,0.0,0.65,-10.0,-0.526361,0.197386,-0.02751
0.0,6.0,0.0,0.65,0.0,0.0,-0.0,0.0
0.0,6.0,0.0,0.65,10.0,0.526361,-0.197386,0.02751
0.0,6.0,0.0,0.65,20.0,1.052723,-0.394771,0.05502
0.0,6.0,0.0,0.72,-20.0,-1.152781,0.432293,-0.060249
0.0,6.0,0.0,0.72,-10.0,-0.57639,0.216146,-0.030125
0.0,6.0,0.0,0.72,0.0,0.0,-0.0,0.0
0.0,6.0,0.0,0.72,10.0,0.57639,-0.216146,0.030125
0.0,6.0,0.0,0.72,20.0,1.152781,-0.432293,0.060249
0.0,6.0,0.0,0.8,-20.0,-1.333333,0.5,-0.069686
0.0,6.0,0.0,0.8,-10.0,-0.666667,0.25,-0.034843
0.0,6.0,0.0,0.8,0.0,0.0,-0.0,0.0
0.0,6.0,0.0,0.8,10.0,0.666667,-0.25,0.034843
0.0,6.0,0.0,0.8,20.0,1.333333,-0.5,0.069686
0.0,6.0,5.0,0.3,-20.0,-0.838628,0.314485,-0.04383
0.0,6.0,5.0,0.3,-10.0,-0.419314,0.157243,-0.021915
0.0,6.0,5.0,0.3,0.0,0.0,-0.0,0.0
0.0,6.0,5.0,0.3,10.0,0.419314,-0.157243,0.021915
0.0,6.0,5.0,0.3,20.0,0.838628,-0.314485,0.04383
0.0,6.0,5.0,0.5,-20.0,-0.92376,0.34641,-0.04828
0.0,6.0,5.0,0.5,-10.0,-0.46188,0.173205,-0.02414
0.0,6.0,5.0,0.5,0.0,0.0,-0.0,0.0
0.0,6.0,5.0,0.5,10.0,0.46188,-0.173205,0.02414
0.0,6.0,5.0,0.5,20.0,0.92376,-0.34641,0.04828
0.0,6.0,5.0,0.65,-20.0,-1.052723,0.394771,-0.05502
0.0,6.0,5.0,0.65,-10.0,-0.526361,0.197386,-0.02751
0.0,6.0,5.0,0.65,0.0,0.0,-0.0,0.0
0.0,6.0,5.0,0.65,10.0,0.526361,-0.197386,0.02751
0.0,6.0,5.0,0.65,20.0,1.052723,-0.394771,0.05502
0.0,6.0,5.0,0.72,-20.0,-1.152781,0.432293,-0.060249
0.0,6.0,5.0,0.72,-10.0,-0.57639,0.216146,-0.030125
0.0,6.0,5.0,0.72,0.0,0.0,-0.0,0.0
0.0,6.0,5.0,0.72,10.0,0.57639,-0.216146,0.030125
0.0,6.0,5.0,0.72,20.0,1.152781,-0.432293,0.060249
0.0,6.0,5.0,0.8,-20.0,-1.333333,0.5,-0.069686
0.0,6.0,5.0,0.8,-10.0,-0.666667,0.25,-0.034843
0.0,6.0,5.0,0.8,0.0,0.0,-0.0,0.0
0.0,6.0,5.0,0.8,10.0,0.666667,-0.25,0.034843
0.0,6.0,5.0,0.8,20.0,1.333333,-0.5,0.069686
0.0,6.0,10.0,0.3,-20.0,-0.838628,0.314485,-0.04383
0.0,6.0,10.0,0.3,-10.0,-0.419314,0.157243,-0.021915
0.0,6.0,10.0,0.3,0.0,0.0,-0.0,0.0
0.0,6.0,10.0,0.3,10.0,0.419314,-0.157243,0.021915
0.0,6.0,10.0,0.3,20.0,0.838628,-0.314485,0.04383
0.0,6.0,10.0,0.5,-20.0,-0.92376,0.34641,-0.04828
0.0,6.0,10.0,0.5,-10.0,-0.46188,0.173205,-0.02414
0.0,6.0,10.0,0.5,0.0,0.0,-0.0,0.0
0.0,6.0,10.0,0.5,10.0,0.46188,-0.173205,0.02414
0.0,6.0,10.0,0.5,20.0,0.92376,-0.34641,0.04828
0.0,6.0,10.0,0.65,-20.0,-1.052723,0.394771,-0.05502
0.0,6.0,10.0,0.65,-10.0,-0.526361,0.197386,-0.02751
0.0,6.0,10.0,0.65,0.0,0.0,-0.0,0.0
0.0,6.0,10.0,0.65,10.0,0.526361,-0.197386,0.02751
0.0,6.0,10.0,0.65,20.0,1.052723,-0.394771,0.05502
0.0,6.0,10.0,0.72,-20.0,-1.152781,0.432293,-0.060249
0.0,6.0,10.0,0.72,-10.0,-0.57639,0.216146,-0.030125
0.0,6.0,10.0,0.72,0.0,0.0,-0.0,0.0
0.0,6.0,10.0,0.72,10.0,0.57639,-0.216146,0.030125
0.0,6.0,10.0,0.72,20.0,1.152781,-0.432293,0.060249
0.0,6.0,10.0,0.8,-20.0,-1.333333,0.5,-0.069686
0.0,6.0,10.0,0.8,-10.0,-0.666667,0.25,-0.034843
0.0,6.0,10.0,0.8,0.0,0.0,-0.0,0.0
0.0,6.0,10.0,0.8,10.0,0.666667,-0.25,0.034843
0.0,6.0,10.0,0.8,20.0,1.333333,-0.5,0.069686
0.0,9.0,-10.0,0.3,-20.0,-0.838628,0.314485,-0.065595
0.0,9.0,-10.0,0.3,-10.0,-0.419314,0.157243,-0.032798
0.0,9.0,-10.0,0.3,0.0,0.0,-0.0,0.0
0.0,9.0,-10.0,0.3,10.0,0.419314,-0.157243,0.032798
0.0,9.0,-10.0,0.3,20.0,0.838628,-0.314485,0.065595
0.0,9.0,-10.0,0.5,-20.0,-0.92376,0.34641,-0.072254
0.0,9.0,-10.0,0.5,-10.0,-0.46188,0.173205,-0.036127
0.0,9.0,-10.0,0.5,0.0,0.0,-0.0,0.0
0.0,9.0,-10.0,0.5,10.0,0.46188,-0.173205,0.036127
0.0,9.0,-10.0,0.5,20.0,0.92376,-0.34641,0.072254
0.0,9.0,-10.0,0.65,-20.0,-1.052723,0.394771,-0.082341
0.0,9.0,-10.0,0.65,-10.0,-0.526361,0.197386,-0.041171
0.0,9.0,-10.0,0.65,0.0,0.0,-0.0,0.0
0.0,9.0,-10.0,0.65,10.0,0.526361,-0.197386,0.041171
0.0,9.0,-10.0,0.65,20.0,1.052723,-0.394771,0.082341
0.0,9.0,-10.0,0.72,-20.0,-1.152781,0.432293,-0.090167
0.0,9.0,-10.0,0.72,-10.0,-0.57639,0.216146,-0.045084
0.0,9.0,-10.0,0.72,0.0,0.0,-0.0,0.0
0.0,9.0,-10.0,0.72,10.0,0.57639,-0.216146,0.045084
0.0,9.0,-10.0,0.72,20.0,1.152781,-0.432293,0.090167
0.0,9.0,-10.0,0.8,-20.0,-1.333333,0.5,-0.10429
0.0,9.0,-10.0,0.8,-10.0,-0.666667,0.25,-0.052145
